Product Title,Product category,Product Price,Product Description,Prime Status,Rating,Product Score,Product Link,Product availability,Image Sources
Montessori toys for 1 2 3 years old boys wooden sorting stacking toys age 6 12 month shape color recognition stacker 1 2 3 baby boys girls toddlers kid birthday present gifts age 3+,Toys,‏124.39 جنيه,"['【Montessori Toys for 1-3 year old 】This wooden sorting and stacking puzzle contains 16 pieces including blocks of 4 colors and 4 geometric shapes. It helps to build early shape, color and size differentiation skills when babies try to match the blocks to the target or make various combinations.(Ideal gift for baby boys girls 1-3 year old)', '【High Quality】This wooden toy is made of 100% non-toxic wood with food-grade water paint, child-safe, as well as eco-friendly. Suitable for Boys and Girls Age 1 2 3.', '【Shape Sorter and Color 】Kids can sort by shape,by color or by the numbers of holes for pegs. Toddler shape puzzle is perfect for your child to learn shape and geometry, build color recognition and exercise kids’ space conception as well as hand-eye coordination ability. Great toddler toys for 1 to 4-year-old boys and girls.', '【Birthday Present for Kids】This toy easy to use for baby boys girls 6 12 24 36 month 1 2 3 4 5 kids.Coming with the beautiful box,nice gift for kids boys girls baby in birthday present,christmas gift,halloween gift,new year present and other festival.']",Not Prime,4.4 out of 5 stars,400+ bought in past month,https://amazon.eg/-/en/dp/B0BG271ZBP,In Stock,"['https://m.media-amazon.com/images/I/51Ypr7o+amL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51REZzAeDzL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51HeKbtToQL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51vN2-tnF7L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41eddgFFQ3L._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61qrKvWK-vL.__AC_SY300_SX300_QL70_ML2_.jpg']"
"Fine Baby Diapers, Size 4, Large, 7-14 kg, 58 Diaper",Baby Products,‏189.97 جنيه,"['The new & improved Fine Baby provides your baby with longer-lasting dryness, all while helping you save more!', 'Thanks to its double lock technology, stretchy sides, leak barriers and super absorbent gel core, it helps prevent leakages so that your baby is comfortable throughout the day and night', 'It’s enriched with chamomile lotion and has a breathable back sheet that ensures maximal cottony softness to keep your baby’s skin healthy.', 'It is the only diaper in the world recommended by the Medical Wellness Association.']",Not Prime,4.1 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0BH522BZK,Not Available,"['https://m.media-amazon.com/images/I/51cG0lsOhJL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51W8z8NT+AL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51-C4m6iGiL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/514qrVyxazL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51a2iBbnR5L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51fhY5JuJoL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61iq45X90nL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/71dM6eZptJL.__AC_SX300_SY300_QL70_ML2_.jpg']"
W25-60 Baby 7 Piece Toy Box 13,Toys,‏189.97 جنيه,"['Very safe and healthy for your baby, very beautiful shapes and colors and wrapped up to all babies', 'You can hang a bonnet, car-set, baby bed, or bounce', '7-Piece Box Stomach with Silicone Teether Edges']",Not Prime,4.3 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B09SK9TSYR,In Stock,"['https://m.media-amazon.com/images/I/41DsdbcmJNL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/314w6A50xmL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41j4z1vsFwL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/51h7CVoQf4L.__AC_SY300_SX300_QL70_ML2_.jpg']"
BABY WARMER SET - LIGHTLY PADDED FROM INSIDE - 201 - GR,Fashion,‏180.00 جنيه,About this item section not found.,Not Prime,4.0 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0CLS7FQW3,Not Available,"['https://m.media-amazon.com/images/I/41+LZ4TRgyL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51SzM57fGxL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41XZlGXfFFL._AC_SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/41+LZ4TRgyL._AC_SX342_SY445_.jpg']"
HIGH CHAIR QUICK - STARS BLUE,Baby Products,"‏1,921.00 جنيه","['Hight chair quick.', 'Washable seat. / Removable tray.', '5 points safety harness.', 'Compact folding. / Fixed backrest.']",Amazon Prime,Previous page,Score Not Found,https://amazon.eg/-/en/dp/B0BZN7TL11,In Stock,"['https://m.media-amazon.com/images/I/41O-GKQ+13L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41xtqiwdgtL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41glKEthUAL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Dvf0Vw6VL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41DmWpDC31L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51RSuxOkS9L._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71AJwrI9QeL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Asalvo SWING MUSICAL - Blue,Toys,"‏3,498.00 جنيه","['Three timer options', 'Bow with two toys and 12 melodies', 'Two position reclining backrest', 'Balance Lock', 'Very small folding']",Amazon Prime,4.0 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08NX7LJYW,Only 4 left in stock - order soon.,"['https://m.media-amazon.com/images/I/41QLCpIYr5L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41crex9vOyL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41uRu9DxFkL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/81UZ2+pWb0L._AC_SY300_SX300_.jpg']"
Asalvo stroller travel+ - black green,Baby Products,"‏3,399.00 جنيه","['Cabin friendly stroller from 0 month, Wide and padded seat, Steel chassis.', 'Multiposition reclining backrest, Adjustable footrest.', 'One hand folding, Extendable handlebar incorporated to transport as a trolley or carry as a bag (included).', 'Large storage basket, Front bar and unique rear brake.', 'Reflective surface wheels, Embroidered Decoration.']",Amazon Prime,3.9 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08NX2RQ8S,In Stock,"['https://m.media-amazon.com/images/I/41pIKL4N7hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31OCeYr8+wL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41pIKL4N7hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31foidrvd3L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31epMLGfyTL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31wVF6qG+yL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/717hUwxBEvL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/51cri3dgWhL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Pampers pants, size 5, 58 baby diapers - Pack may vary",Baby Products,‏344.95 جنيه,About this item section not found.,Not Prime,4.2 out of 5 stars,200+ bought in past month,https://amazon.eg/-/en/dp/B0976Y73VD,In Stock,"['https://m.media-amazon.com/images/I/51ZYfy6p2TL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51h6Tv5+7hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/510eaykJoHL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51o9jRBY3FL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51f2S1UrenL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41BfbD9CPyL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71NxKRZWMQL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Wee Baby Breast Milk Storage Bags 20 bags 200ml (558),Baby Products,‏328.19 جنيه,About this item section not found.,Not Prime,4.7 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0CBMF4XND,In Stock,"['https://m.media-amazon.com/images/I/41Z2RqrNEIL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31fYBg5Z6vL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51H0Now6TrL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41qryDNolZL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31dMH+DFBpL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31UtLVIpaRL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71mWEr6402L.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Pampers premium extra care diapers, size 3, 6-10 kg, with lotion with aloe vera, 62 baby diapers",Baby Products,‏314.50 جنيه,"['EXTRA CARE: Introducing Pampers Premium EXTRA CARE diapers, because “good enough” is never enough to care for your baby’s precious skin & we know you always go the extra mile to give your baby the absolute best', 'EXTRA COMFORT: Infused with lotion with Aloe Vera to gently wrap & make baby’s delicate skin EXTRA comfortable', 'EXTRA SOFTNESS: Made with cotton-like material to provide your baby with the softest touch', ""EXTRA ABSORBENCY: and of course, no leakage worries with layers of ultimate absorbency that will keep wetness away from your baby's skin to ensure protection from irritation."", 'PREMIUM EXTRA CARE: Available in all sizes to give your baby the EXTRA CARE they deserve from the minute they’re born']",Not Prime,4.7 out of 5 stars,300+ bought in past month,https://amazon.eg/-/en/dp/B0BF5BN7M4,In Stock,"['https://m.media-amazon.com/images/I/51k44Fyr67L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/4131YqTjAAL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31UcvcslAUL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Q1gQ09hjL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41F6LUUI7FL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41qPOz1PDnL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41BwEzpD+kL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/81cB3YKvlpL.__AC_SX300_SY300_QL70_ML2_.jpg']"
BabyJoy Compressed Jumbo Medium Size (3) 58 Pcs (6 -12 Kg),Baby Products,‏248.00 جنيه,"['Brand: Baby Joy', 'Size: Medium', 'Size: 3', 'Weight: 6 - 12 kg', 'Number of Diapers: 58 Diapers', 'With Extra 2 Medium Diapers compressed to prevent leakage']",Not Prime,4.5 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B085D4459N,In Stock,"['https://m.media-amazon.com/images/I/519HKdh242L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41G9scSE4wL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41K4ZDtG8VL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41t19dmlLpL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/418i92YbdgL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41+BgVyZa3L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/91-n-BPB4qL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/814JKAUKJWL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Pampers premium extra care diapers, size 6, 13 kg, with lotion with aloe vera, 38 baby diapers",Baby Products,‏314.50 جنيه,"['EXTRA CARE: Introducing Pampers Premium EXTRA CARE diapers, because “good enough” is never enough to care for your baby’s precious skin & we know you always go the extra mile to give your baby the absolute best', 'EXTRA COMFORT: Infused with lotion with Aloe Vera to gently wrap & make baby’s delicate skin EXTRA comfortable', 'EXTRA SOFTNESS: Made with cotton-like material to provide your baby with the softest touch', ""EXTRA ABSORBENCY: and of course, no leakage worries with layers of ultimate absorbency that will keep wetness away from your baby's skin to ensure protection from irritation."", 'PREMIUM EXTRA CARE: Available in all sizes to give your baby the EXTRA CARE they deserve from the minute they’re born']",Not Prime,4.7 out of 5 stars,200+ bought in past month,https://amazon.eg/-/en/dp/B0BF59SRF1,In Stock,"['https://m.media-amazon.com/images/I/51OkHajQ6gL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41oAyNqOzKL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41gpJOp6A+L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41MKMYErm6L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41i3KKWkIAL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41xTgjm46dL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/4159z6NCizL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/81+9Zinmr2L._AC_SY300_SX300_.jpg']"
"Pampers premium extra care diapers, size 4, with lotion with aloe vera, 80 baby diapers",Baby Products,‏416.70 جنيه,"['EXTRA CARE: Introducing Pampers Premium EXTRA CARE diapers, because “good enough” is never enough to care for your baby’s precious skin & we know you always go the extra mile to give your baby the absolute best', 'EXTRA COMFORT: Infused with lotion with Aloe Vera to gently wrap & make baby’s delicate skin EXTRA comfortable', 'EXTRA SOFTNESS: Made with cotton-like material to provide your baby with the softest touch', ""EXTRA ABSORBENCY: and of course, no leakage worries with layers of ultimate absorbency that will keep wetness away from your baby's skin to ensure protection from irritation."", 'PREMIUM EXTRA CARE: Available in all sizes to give your baby the EXTRA CARE they deserve from the minute they’re born']",Not Prime,4.6 out of 5 stars,700+ bought in past month,https://amazon.eg/-/en/dp/B0BF5BLPG2,In Stock,"['https://m.media-amazon.com/images/I/51iry02spjL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41M-Oc3IvqL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41gtfenPi3L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Q1gQ09hjL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41F6LUUI7FL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41qPOz1PDnL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41BwEzpD+kL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/812mZP6pgqL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Chicco CH110-5 Soft & Dream Baby Carrier - Graphite,Baby Products,‏650.00 جنيه,"['3 Carrying positions', 'Removable protective hood section', 'Reinforced harness back section for perfect weight distribution', 'Padded interior and breathable fabric lining', 'Extra padded shoulder straps', 'Size: 15x30x42/47cm', 'Weight: 0.5kg', 'Recommended Age: Newborn to 9 months']",Amazon Prime,3.5 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B07MVX7PSN,Only 1 left in stock - order soon.,"['https://m.media-amazon.com/images/I/41BvNSQcR2L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Tx2gu6EZL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71xLO+IUuDL._AC_SY300_SX300_.jpg']"
"Sanosan Bath And Shampoo For Baby, 500 Ml",Baby Products,‏289.95 جنيه,"['Brand: Sanosan', 'Size: 500 ml', 'Baby Bath and Shampoo', 'Brand : Sanosan', 'Type : Baby Shampoo']",Not Prime,4.6 out of 5 stars,300+ bought in past month,https://amazon.eg/-/en/dp/B07F3B6W5L,In Stock,"['https://m.media-amazon.com/images/I/31S3TZuo99L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51qgBjuBiDL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41bEqOUqbLL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41+4aFHBBAL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51qgBjuBiDL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51+cvbPzq-L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/81iUZFa4l3L.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/51euU4-VznL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Baby Shoora baby-boys WIN24-9035 Shoes, Navy&Red, 21 EU",Fashion,‏210.00 جنيه,About this item section not found.,Not Prime,Previous page,Score Not Found,https://amazon.eg/-/en/dp/B0CLKJ7MLV,Only 1 left in stock - order soon.,"['https://m.media-amazon.com/images/I/411RYwlBLjL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41jfopZ0AiL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/419CLC6o5IL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/81g6EtPQ6yL.__AC_SX395_SY395_QL70_ML2_.jpg']"
